Z,alpha,BHBH,BHBHm,BHNS,BHNSm,NSNS,NSNSm,BHBHI,BHBHII,BHBHIII,BHBHIIIa,BHBHIIIb,BHBHIV,BHBHIVa,BHBHIVb,BHBHC1,BHBHK1,BHBHC2,BHBHK2,BHBHC3,BHBHK3,BHBHSt,BHBHSu,BHBHmI,BHBHmII,BHBHmIII,BHBHmIIIa,BHBHmIIIb,BHBHmIV,BHBHmIVa,BHBHmIVb,BHBHmC1,BHBHmK1,BHBHmC2,BHBHmK2,BHBHmC3,BHBHmK3,BHBHmSt,BHBHmSu,BHNSI,BHNSII,BHNSIII,BHNSIIIa,BHNSIIIb,BHNSIV,BHNSIVa,BHNSIVb,BHNSC1,BHNSK1,BHNSC2,BHNSK2,BHNSC3,BHNSK3,BHNSSt,BHNSSu,BHNSmI,BHNSmII,BHNSmIII,BHNSmIIIa,BHNSmIIIb,BHNSmIV,BHNSmIVa,BHNSmIVb,BHNSmC1,BHNSmK1,BHNSmC2,BHNSmK2,BHNSmC3,BHNSmK3,BHNSmSt,BHNSmSu,NSNSI,NSNSII,NSNSIII,NSNSIIIa,NSNSIIIb,NSNSIV,NSNSIVa,NSNSIVb,NSNSC1,NSNSK1,NSNSC2,NSNSK2,NSNSC3,NSNSK3,NSNSSt,NSNSSu,NSNSmI,NSNSmII,NSNSmIII,NSNSmIIIa,NSNSmIIIb,NSNSmIV,NSNSmIVa,NSNSmIVb,NSNSmC1,NSNSmK1,NSNSmC2,NSNSmK2,NSNSmC3,NSNSmK3,NSNSmSt,NSNSmSu,label
0.0001,0.5,2359,1656,862,410,1,0,457,1647,53,0,53,193,29,164,704,501,8,1,0,0,2754,10,455,978,36,0,36,178,20,158,670,491,8,1,0,0,2227,8,276,511,70,0,70,0,0,0,342,273,9,2,0,0,960,5,255,139,12,0,12,0,0,0,262,258,9,2,0,0,491,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fiducial_kick265
0.0002,0.5,2326,1465,761,340,1,0,384,1614,84,0,84,242,34,208,694,416,18,0,0,0,2958,7,373,835,45,0,45,210,20,190,612,399,18,0,0,0,2132,2,201,444,114,0,114,0,0,0,306,192,11,1,0,0,922,15,179,140,19,0,19,0,0,0,189,175,11,1,0,0,438,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fiducial_kick265
0.0004,0.5,1847,1256,607,330,12,8,342,1052,125,0,125,324,12,312,769,363,26,1,0,0,2858,16,320,570,64,0,64,298,9,289,662,344,24,1,0,0,2097,11,76,251,279,0,279,0,0,0,275,146,81,0,0,0,1024,6,74,137,119,0,119,0,0,0,127,133,66,0,0,0,567,6,4,0,0,0,0,6,3,3,8,1,4,0,0,0,18,4,3,0,0,0,0,5,3,2,4,1,4,0,0,0,12,4,fiducial_kick265
0.0006,0.5,1981,1315,565,302,45,42,237,1158,233,0,233,350,15,335,713,303,110,1,0,0,3523,11,208,647,146,0,146,311,15,296,579,292,89,1,0,0,2432,7,31,203,330,0,330,1,1,0,239,145,121,1,2,0,1071,13,28,127,146,0,146,1,1,0,71,128,102,1,2,0,574,13,3,0,0,0,0,41,33,8,4,16,41,0,0,0,43,46,1,0,0,0,0,41,33,8,1,16,41,0,0,0,38,46,fiducial_kick265
0.0008,0.5,1841,1311,535,298,18,14,241,875,278,0,278,444,73,371,812,326,153,0,1,0,3411,8,209,509,183,0,183,408,72,336,672,322,129,0,1,0,2479,3,21,194,310,0,310,10,10,0,187,132,151,1,3,0,1035,13,17,119,152,0,152,10,10,0,61,122,115,1,3,0,574,13,3,0,0,0,0,15,7,8,7,6,11,0,0,0,25,11,2,0,0,0,0,12,6,6,3,6,11,0,0,0,17,11,fiducial_kick265
0.001,0.5,1618,1203,459,232,19,16,245,748,210,0,210,413,77,336,747,320,123,0,0,0,3061,3,214,463,145,0,145,379,76,303,634,312,106,0,0,0,2314,1,13,179,255,0,255,11,10,1,159,103,121,0,0,0,902,7,11,101,109,0,109,11,10,1,41,91,90,0,0,0,453,7,5,0,2,0,2,12,5,7,7,8,10,0,2,0,26,12,3,0,2,0,2,11,5,6,4,6,10,0,2,0,20,12,fiducial_kick265
0.002,0.5,1364,978,334,162,79,65,168,695,97,0,97,402,105,297,625,152,44,0,0,0,2685,1,154,418,57,0,57,348,86,262,522,150,38,0,0,0,1930,0,20,140,147,0,147,27,26,1,110,41,83,0,1,0,664,4,18,67,50,0,50,27,26,1,52,37,42,0,1,0,320,4,3,0,1,0,1,75,66,9,26,19,49,0,4,0,103,55,3,0,1,0,1,61,53,8,13,19,48,0,4,0,75,55,fiducial_kick265
0.004,0.5,955,667,350,219,175,135,204,240,62,0,62,449,212,237,709,37,6,0,0,0,1896,0,192,104,23,0,23,348,153,195,559,36,4,0,0,0,1327,0,93,145,52,0,52,60,54,6,179,10,26,0,0,0,697,2,78,73,10,0,10,58,52,6,139,9,7,0,0,0,435,2,8,0,5,0,5,162,143,19,37,54,110,0,28,0,227,123,8,0,5,0,5,122,108,14,10,54,97,0,28,0,148,122,fiducial_kick265
0.006,0.5,868,592,349,204,194,135,225,170,3,0,3,470,250,220,698,12,0,0,0,0,1732,0,204,67,2,0,2,319,162,157,525,10,0,0,0,0,1182,0,96,137,26,0,26,90,80,10,180,5,32,0,0,0,676,20,80,53,4,0,4,67,58,9,132,4,19,0,0,0,387,20,12,0,5,0,5,176,163,13,83,45,96,0,15,0,279,107,11,0,5,0,5,119,112,7,30,45,90,0,15,0,165,104,fiducial_kick265
0.008,0.5,513,272,353,173,245,153,128,99,12,0,12,274,124,150,413,5,1,0,0,0,1023,0,84,40,3,0,3,145,50,95,231,3,1,0,0,0,543,0,65,103,42,0,42,143,132,11,225,2,25,0,0,0,703,3,41,35,9,0,9,88,80,8,130,1,8,0,0,0,343,3,6,0,3,0,3,235,224,11,133,54,93,0,19,0,380,108,4,0,3,0,3,146,140,6,49,53,85,0,19,0,200,105,fiducial_kick265
