Z,alpha,BHBH,BHBHm,BHNS,BHNSm,NSNS,NSNSm,BHBHI,BHBHII,BHBHIII,BHBHIIIa,BHBHIIIb,BHBHIV,BHBHIVa,BHBHIVb,BHBHC1,BHBHK1,BHBHC2,BHBHK2,BHBHC3,BHBHK3,BHBHSt,BHBHSu,BHBHmI,BHBHmII,BHBHmIII,BHBHmIIIa,BHBHmIIIb,BHBHmIV,BHBHmIVa,BHBHmIVb,BHBHmC1,BHBHmK1,BHBHmC2,BHBHmK2,BHBHmC3,BHBHmK3,BHBHmSt,BHBHmSu,BHNSI,BHNSII,BHNSIII,BHNSIIIa,BHNSIIIb,BHNSIV,BHNSIVa,BHNSIVb,BHNSC1,BHNSK1,BHNSC2,BHNSK2,BHNSC3,BHNSK3,BHNSSt,BHNSSu,BHNSmI,BHNSmII,BHNSmIII,BHNSmIIIa,BHNSmIIIb,BHNSmIV,BHNSmIVa,BHNSmIVb,BHNSmC1,BHNSmK1,BHNSmC2,BHNSmK2,BHNSmC3,BHNSmK3,BHNSmSt,BHNSmSu,NSNSI,NSNSII,NSNSIII,NSNSIIIa,NSNSIIIb,NSNSIV,NSNSIVa,NSNSIVb,NSNSC1,NSNSK1,NSNSC2,NSNSK2,NSNSC3,NSNSK3,NSNSSt,NSNSSu,NSNSmI,NSNSmII,NSNSmIII,NSNSmIIIa,NSNSmIIIb,NSNSmIV,NSNSmIVa,NSNSmIVb,NSNSmC1,NSNSmK1,NSNSmC2,NSNSmK2,NSNSmC3,NSNSmK3,NSNSmSt,NSNSmSu,label
0.0004,3.0,30691,6309,5951,1353,8195,4750,3656,13800,1709,0,1709,2232,104,2128,6917,829,760,0,0,0,24750,91,2303,1865,295,0,295,1838,40,1798,4202,486,241,0,0,0,12129,3,560,1094,4100,0,4100,122,12,110,3151,984,1650,0,0,0,11131,5,509,397,335,0,335,111,12,99,751,283,205,0,0,0,2640,5,4949,0,1234,0,1234,2004,1898,106,6518,1038,1675,8,0,0,13281,3096,3026,0,416,0,416,1307,1291,16,3895,904,855,8,0,0,6575,2922,
0.0006,3.0,32570,5994,6022,1142,8781,3519,4209,13928,3060,0,3060,2479,106,2373,7607,592,2235,1,0,0,34633,120,2562,1336,166,0,166,1923,51,1872,4530,320,127,1,0,0,11643,2,554,965,4298,0,4298,143,21,122,3161,602,1843,0,0,0,11645,5,492,344,179,0,179,127,21,106,675,170,123,0,0,0,2254,4,5637,0,754,0,754,2385,2251,134,7478,667,1300,2,1,0,16236,1303,2372,0,104,0,104,1043,1030,13,3008,537,510,2,1,0,5826,1208,
0.0008,3.0,31842,6084,5912,1110,5840,2344,4969,11574,3824,0,3824,2574,98,2476,8301,513,3163,0,0,0,37459,104,2674,1248,141,0,141,2017,55,1962,4733,288,103,0,0,0,11901,1,585,872,4196,0,4196,177,27,150,2724,623,2249,1,0,0,11526,1,510,292,157,0,157,150,23,127,708,203,110,1,0,0,2207,1,2801,0,602,0,602,2429,2281,148,4401,539,1432,1,3,0,11101,565,1358,0,56,0,56,930,915,15,1922,416,419,1,3,0,4125,563,
0.001,3.0,31080,6121,5861,1108,4364,1513,5454,10899,3612,0,3612,2383,131,2252,8678,585,2870,1,0,0,37636,42,2838,1258,156,0,156,1865,74,1791,4747,310,116,0,0,0,12052,0,556,977,3999,0,3999,236,50,186,2659,706,2144,2,0,0,11444,1,507,258,144,0,144,198,45,153,752,239,98,2,0,0,2201,1,1611,0,367,0,367,2376,2240,136,3082,604,1274,5,2,0,8157,552,637,0,39,0,39,837,821,16,1078,464,433,5,2,0,2482,544,
0.002,3.0,30271,6107,5902,1152,3844,961,5941,11484,2783,0,2783,2125,396,1729,8909,271,2023,0,0,0,40553,53,3529,1172,89,0,89,1313,205,1108,4870,133,65,0,0,0,12092,5,779,1004,3644,0,3644,366,153,213,2419,276,2378,0,0,0,11507,4,612,204,77,0,77,259,95,164,897,161,51,0,0,0,2296,4,990,0,532,0,532,2312,2177,135,2162,337,1667,0,7,0,7281,387,406,0,59,0,59,496,478,18,643,254,311,0,7,0,1545,377,
0.004,3.0,28951,3882,5878,896,3589,389,6988,9264,2467,0,2467,2243,1185,1058,10988,63,776,0,0,0,37942,32,3231,209,10,0,10,431,159,272,3665,20,8,0,0,0,7733,14,2045,1393,1972,0,1972,383,270,113,3002,100,1412,0,0,0,11490,1,543,209,28,0,28,116,54,62,669,57,18,0,0,0,1789,1,767,0,758,0,758,2060,1936,124,1649,71,1920,0,17,0,6980,191,197,0,61,0,61,131,114,17,261,30,120,0,8,0,609,169,
0.006,3.0,27676,751,4992,504,3906,381,6318,9876,615,0,615,2240,1367,873,9059,26,161,0,0,0,37696,18,543,130,0,0,0,77,20,57,620,0,0,0,0,0,1481,18,2033,1382,1234,0,1234,296,259,37,2557,24,1020,0,0,0,9821,6,304,156,11,0,11,33,25,8,339,9,9,0,0,0,1001,6,827,0,953,0,953,2124,2013,111,1600,88,2268,0,37,0,7550,259,168,0,82,0,82,131,117,14,222,33,143,0,16,0,545,217,
0.008,3.0,26091,200,4513,303,3816,330,6374,5901,1384,0,1384,2564,1853,711,10189,52,183,0,0,0,33607,32,63,80,0,0,0,56,35,21,119,0,0,0,0,0,366,32,1435,1125,1466,0,1466,409,376,33,2102,0,1222,0,0,0,8750,8,122,134,18,0,18,29,23,6,154,0,15,0,0,0,599,7,686,0,1050,0,1050,2075,2001,74,1365,94,2415,0,32,0,7353,270,138,0,81,0,81,111,105,6,173,33,144,0,13,0,481,179,
0.01,3.0,25133,358,4262,203,3369,325,5670,6204,590,0,590,2164,1626,538,8319,23,165,0,0,0,37340,21,135,197,0,0,0,26,21,5,161,0,0,0,0,0,694,21,1473,849,1407,0,1407,344,313,31,2091,5,1148,0,0,0,8043,9,67,97,20,0,20,19,17,2,90,1,16,0,0,0,395,9,450,1,1140,0,1140,1743,1678,65,935,120,2346,0,53,0,6428,239,118,0,93,0,93,114,110,4,139,51,158,0,28,0,451,199,
0.014,3.0,20958,39,4075,90,3474,333,3410,3697,228,0,228,1426,1201,225,5117,7,286,0,0,0,33367,14,16,1,0,0,0,22,15,7,36,0,2,0,0,0,63,14,641,208,2615,0,2615,347,338,9,1269,5,2359,0,0,0,7628,10,22,7,51,0,51,10,10,0,38,0,45,0,0,0,173,7,434,7,1205,0,1205,1781,1744,37,874,137,2491,0,55,0,6537,310,97,0,93,0,93,143,139,4,127,58,172,0,34,0,403,263,
