Z,alpha,BHBH,BHBHm,BHNS,BHNSm,NSNS,NSNSm,BHBHI,BHBHII,BHBHIII,BHBHIIIa,BHBHIIIb,BHBHIV,BHBHIVa,BHBHIVb,BHBHC1,BHBHK1,BHBHC2,BHBHK2,BHBHC3,BHBHK3,BHBHSt,BHBHSu,BHBHmI,BHBHmII,BHBHmIII,BHBHmIIIa,BHBHmIIIb,BHBHmIV,BHBHmIVa,BHBHmIVb,BHBHmC1,BHBHmK1,BHBHmC2,BHBHmK2,BHBHmC3,BHBHmK3,BHBHmSt,BHBHmSu,BHNSI,BHNSII,BHNSIII,BHNSIIIa,BHNSIIIb,BHNSIV,BHNSIVa,BHNSIVb,BHNSC1,BHNSK1,BHNSC2,BHNSK2,BHNSC3,BHNSK3,BHNSSt,BHNSSu,BHNSmI,BHNSmII,BHNSmIII,BHNSmIIIa,BHNSmIIIb,BHNSmIV,BHNSmIVa,BHNSmIVb,BHNSmC1,BHNSmK1,BHNSmC2,BHNSmK2,BHNSmC3,BHNSmK3,BHNSmSt,BHNSmSu,NSNSI,NSNSII,NSNSIII,NSNSIIIa,NSNSIIIb,NSNSIV,NSNSIVa,NSNSIVb,NSNSC1,NSNSK1,NSNSC2,NSNSK2,NSNSC3,NSNSK3,NSNSSt,NSNSSu,NSNSmI,NSNSmII,NSNSmIII,NSNSmIIIa,NSNSmIIIb,NSNSmIV,NSNSmIVa,NSNSmIVb,NSNSmC1,NSNSmK1,NSNSmC2,NSNSmK2,NSNSmC3,NSNSmK3,NSNSmSt,NSNSmSu,label
0.01,0.5,24186,7712,3490,1411,444,23,5705,6204,2,0,2,1765,1583,182,7537,18,0,0,0,0,35460,0,5697,197,0,0,0,1754,1572,182,7515,15,0,0,0,0,15067,0,1718,846,60,0,60,655,641,14,2441,4,29,0,0,0,6412,30,786,94,0,0,0,514,501,13,1290,3,27,0,0,0,2708,29,0,1,0,0,0,409,407,2,290,6,119,0,0,0,812,6,0,0,0,0,0,23,22,1,16,6,7,0,0,0,40,6,
0.014,0.5,20680,5116,2886,1739,487,32,3508,3697,0,0,0,1246,1159,87,5125,8,0,0,0,0,32799,0,3505,1,0,0,0,1240,1153,87,5115,8,0,0,0,0,9997,0,1520,207,2,0,2,806,797,9,2414,4,26,0,0,0,5077,35,1028,6,0,0,0,627,618,9,1707,4,26,0,0,0,3265,33,0,5,0,0,0,435,435,0,376,4,59,0,0,0,867,7,0,0,0,0,0,32,32,0,27,4,5,0,0,0,60,4,
0.017,0.5,20997,4648,4571,3036,380,25,3029,3810,0,0,0,1212,1150,62,4833,12,0,0,0,0,35695,34,2974,9,0,0,0,1085,1023,62,4637,12,0,0,0,0,9114,34,3083,246,6,0,6,684,674,10,4201,6,50,0,0,0,8565,118,2177,5,2,0,2,474,464,10,2982,2,49,0,0,0,5765,85,0,0,0,0,0,376,374,2,367,0,9,0,0,0,748,4,0,0,0,0,0,25,24,1,24,0,1,0,0,0,49,1,
0.02,0.5,16056,2503,5157,3444,256,11,1509,3099,0,0,0,684,628,56,2852,22,0,0,0,0,28003,47,1422,0,0,0,0,438,391,47,2502,20,0,0,0,0,4880,44,2861,235,9,0,9,580,563,17,4844,19,15,0,0,0,9854,190,2074,2,1,0,1,300,285,15,3429,10,13,0,0,0,6673,129,0,1,0,0,0,249,247,2,246,0,3,0,0,0,451,49,0,0,0,0,0,11,10,1,11,0,0,0,0,0,22,0,
0.03,0.5,7869,152,7246,4241,205,21,246,2279,0,0,0,19,0,19,368,7,0,0,0,0,14500,3,79,0,0,0,0,2,0,2,150,6,0,0,0,0,266,3,3856,61,4,0,4,331,323,8,7125,54,29,0,0,0,14046,328,2451,2,1,0,1,51,46,5,4211,28,28,0,0,0,8174,278,1,0,0,0,0,202,199,3,197,0,5,0,1,0,403,3,0,0,0,0,0,21,21,0,20,0,0,0,1,0,40,2,
0.0001,1.0,25476,4155,4204,1793,2,0,372,14988,109,0,109,272,68,204,801,370,2,0,0,0,9434,9,372,3445,19,0,19,267,68,199,706,324,2,0,0,0,6879,9,1328,2345,246,0,246,2,2,0,1756,501,35,0,0,0,4092,77,1228,387,8,0,8,2,2,0,1371,419,35,0,0,0,2038,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.0002,1.0,27531,3114,4353,2016,3,1,637,17000,90,0,90,323,82,241,1048,213,17,0,0,0,11663,23,632,2139,8,0,8,318,80,238,956,204,17,0,0,0,5449,23,1665,2266,215,0,215,0,0,0,1982,230,41,0,0,0,4498,89,1506,394,5,0,5,0,0,0,1581,199,41,0,0,0,2484,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
0.0004,1.0,26015,4733,2687,1233,3,1,2273,13754,139,0,139,554,178,376,3022,172,25,0,0,0,16116,54,2261,1819,29,0,29,553,178,375,2888,168,25,0,0,0,7687,46,772,1017,760,0,760,1,1,0,1583,29,31,0,0,0,4514,56,715,321,145,0,145,1,1,0,881,18,31,0,0,0,2218,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
0.0006,1.0,28399,4570,7323,2004,3,0,2961,13904,1599,0,1599,1040,145,895,5648,166,47,0,0,0,26991,67,1714,1312,468,0,468,1039,145,894,3212,163,45,0,0,0,8468,58,681,901,5641,0,5641,4,1,3,5750,40,619,0,0,0,14193,101,611,280,1083,0,1083,4,1,3,1105,5,619,0,0,0,3818,101,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.0008,1.0,28049,5111,6189,1390,5,1,3842,11555,2535,0,2535,1215,101,1114,7650,123,39,0,1,0,30441,52,2087,1229,545,0,545,1214,100,1114,3842,123,39,0,1,0,9579,44,435,806,4800,0,4800,28,23,5,4816,29,500,0,0,0,12018,101,386,227,712,0,712,28,23,5,789,12,374,0,0,0,2596,101,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,
0.001,1.0,27556,5268,6373,797,19,5,4499,10886,2253,0,2253,1183,71,1112,7943,148,93,0,1,0,31039,112,2222,1245,590,0,590,1177,69,1108,3933,141,89,0,1,0,10006,99,222,944,5023,0,5023,53,43,10,4994,35,346,0,8,0,12393,109,174,225,318,0,318,52,42,10,483,16,81,0,8,0,1448,109,4,0,0,0,0,9,8,1,8,0,5,0,0,0,21,5,4,0,0,0,0,1,1,0,0,0,5,0,0,0,5,5,
