Z_i,A channel V  [Msun^{-1}],A channel I  [Msun^{-1}],A channel II  [Msun^{-1}],A channel III  [Msun^{-1}],A channel IV  [Msun^{-1}],A channel VI  [Msun^{-1}],A channel VII  [Msun^{-1}],A All  [Msun^{-1}],B channel V  [Msun^{-1}],B channel I  [Msun^{-1}],B channel II  [Msun^{-1}],B channel III  [Msun^{-1}],B channel IV  [Msun^{-1}],B channel VI  [Msun^{-1}],B channel VII  [Msun^{-1}],B All  [Msun^{-1}],C channel V  [Msun^{-1}],C channel I  [Msun^{-1}],C channel II  [Msun^{-1}],C channel III  [Msun^{-1}],C channel IV  [Msun^{-1}],C channel VI  [Msun^{-1}],C channel VII  [Msun^{-1}],C All  [Msun^{-1}],D channel V  [Msun^{-1}],D channel I  [Msun^{-1}],D channel II  [Msun^{-1}],D channel III  [Msun^{-1}],D channel IV  [Msun^{-1}],D channel VI  [Msun^{-1}],D channel VII  [Msun^{-1}],D All  [Msun^{-1}],E channel V  [Msun^{-1}],E channel I  [Msun^{-1}],E channel II  [Msun^{-1}],E channel III  [Msun^{-1}],E channel IV  [Msun^{-1}],E channel VI  [Msun^{-1}],E channel VII  [Msun^{-1}],E All  [Msun^{-1}],F channel V  [Msun^{-1}],F channel I  [Msun^{-1}],F channel II  [Msun^{-1}],F channel III  [Msun^{-1}],F channel IV  [Msun^{-1}],F channel VI  [Msun^{-1}],F channel VII  [Msun^{-1}],F All  [Msun^{-1}],G channel V  [Msun^{-1}],G channel I  [Msun^{-1}],G channel II  [Msun^{-1}],G channel III  [Msun^{-1}],G channel IV  [Msun^{-1}],G channel VI  [Msun^{-1}],G channel VII  [Msun^{-1}],G All  [Msun^{-1}],H channel V  [Msun^{-1}],H channel I  [Msun^{-1}],H channel II  [Msun^{-1}],H channel III  [Msun^{-1}],H channel IV  [Msun^{-1}],H channel VI  [Msun^{-1}],H channel VII  [Msun^{-1}],H All  [Msun^{-1}],I channel V  [Msun^{-1}],I channel I  [Msun^{-1}],I channel II  [Msun^{-1}],I channel III  [Msun^{-1}],I channel IV  [Msun^{-1}],I channel VI  [Msun^{-1}],I channel VII  [Msun^{-1}],I All  [Msun^{-1}],J channel V  [Msun^{-1}],J channel I  [Msun^{-1}],J channel II  [Msun^{-1}],J channel III  [Msun^{-1}],J channel IV  [Msun^{-1}],J channel VI  [Msun^{-1}],J channel VII  [Msun^{-1}],J All  [Msun^{-1}],K channel V  [Msun^{-1}],K channel I  [Msun^{-1}],K channel II  [Msun^{-1}],K channel III  [Msun^{-1}],K channel IV  [Msun^{-1}],K channel VI  [Msun^{-1}],K channel VII  [Msun^{-1}],K All  [Msun^{-1}],L channel V  [Msun^{-1}],L channel I  [Msun^{-1}],L channel II  [Msun^{-1}],L channel III  [Msun^{-1}],L channel IV  [Msun^{-1}],L channel VI  [Msun^{-1}],L channel VII  [Msun^{-1}],L All  [Msun^{-1}],M channel V  [Msun^{-1}],M channel I  [Msun^{-1}],M channel II  [Msun^{-1}],M channel III  [Msun^{-1}],M channel IV  [Msun^{-1}],M channel VI  [Msun^{-1}],M channel VII  [Msun^{-1}],M All  [Msun^{-1}],N channel V  [Msun^{-1}],N channel I  [Msun^{-1}],N channel II  [Msun^{-1}],N channel III  [Msun^{-1}],N channel IV  [Msun^{-1}],N channel VI  [Msun^{-1}],N channel VII  [Msun^{-1}],N All  [Msun^{-1}],O channel V  [Msun^{-1}],O channel I  [Msun^{-1}],O channel II  [Msun^{-1}],O channel III  [Msun^{-1}],O channel IV  [Msun^{-1}],O channel VI  [Msun^{-1}],O channel VII  [Msun^{-1}],O All  [Msun^{-1}],P channel V  [Msun^{-1}],P channel I  [Msun^{-1}],P channel II  [Msun^{-1}],P channel III  [Msun^{-1}],P channel IV  [Msun^{-1}],P channel VI  [Msun^{-1}],P channel VII  [Msun^{-1}],P All  [Msun^{-1}],Q channel V  [Msun^{-1}],Q channel I  [Msun^{-1}],Q channel II  [Msun^{-1}],Q channel III  [Msun^{-1}],Q channel IV  [Msun^{-1}],Q channel VI  [Msun^{-1}],Q channel VII  [Msun^{-1}],Q All  [Msun^{-1}],R channel V  [Msun^{-1}],R channel I  [Msun^{-1}],R channel II  [Msun^{-1}],R channel III  [Msun^{-1}],R channel IV  [Msun^{-1}],R channel VI  [Msun^{-1}],R channel VII  [Msun^{-1}],R All  [Msun^{-1}],S channel V  [Msun^{-1}],S channel I  [Msun^{-1}],S channel II  [Msun^{-1}],S channel III  [Msun^{-1}],S channel IV  [Msun^{-1}],S channel VI  [Msun^{-1}],S channel VII  [Msun^{-1}],S All  [Msun^{-1}],T channel V  [Msun^{-1}],T channel I  [Msun^{-1}],T channel II  [Msun^{-1}],T channel III  [Msun^{-1}],T channel IV  [Msun^{-1}],T channel VI  [Msun^{-1}],T channel VII  [Msun^{-1}],T All  [Msun^{-1}],U channel V  [Msun^{-1}],U channel I  [Msun^{-1}],U channel II  [Msun^{-1}],U channel III  [Msun^{-1}],U channel IV  [Msun^{-1}],U channel VI  [Msun^{-1}],U channel VII  [Msun^{-1}],U All  [Msun^{-1}],V channel V  [Msun^{-1}],V channel I  [Msun^{-1}],V channel II  [Msun^{-1}],V channel III  [Msun^{-1}],V channel IV  [Msun^{-1}],V channel VI  [Msun^{-1}],V channel VII  [Msun^{-1}],V All  [Msun^{-1}],W channel V  [Msun^{-1}],W channel I  [Msun^{-1}],W channel II  [Msun^{-1}],W channel III  [Msun^{-1}],W channel IV  [Msun^{-1}],W channel VI  [Msun^{-1}],W channel VII  [Msun^{-1}],W All  [Msun^{-1}],X channel V  [Msun^{-1}],X channel I  [Msun^{-1}],X channel II  [Msun^{-1}],X channel III  [Msun^{-1}],X channel IV  [Msun^{-1}],X channel VI  [Msun^{-1}],X channel VII  [Msun^{-1}],X All  [Msun^{-1}],Y channel V  [Msun^{-1}],Y channel I  [Msun^{-1}],Y channel II  [Msun^{-1}],Y channel III  [Msun^{-1}],Y channel IV  [Msun^{-1}],Y channel VI  [Msun^{-1}],Y channel VII  [Msun^{-1}],Y All  [Msun^{-1}],Z channel V  [Msun^{-1}],Z channel I  [Msun^{-1}],Z channel II  [Msun^{-1}],Z channel III  [Msun^{-1}],Z channel IV  [Msun^{-1}],Z channel VI  [Msun^{-1}],Z channel VII  [Msun^{-1}],Z All  [Msun^{-1}]
0_0001,4.23306014388296e-06,2.097512963406164e-05,1.9203944483809635e-05,1.6630362714312996e-07,9.370501589190764e-07,0.0,7.389028136158634e-08,4.558937832917803e-05,4.436218495221592e-06,4.062762092698337e-05,1.308336976426863e-06,4.146862290922342e-08,0.0,0.0,3.4583227428117554e-06,4.98719677643528e-05,5.098536063299538e-06,2.9791768600995e-05,5.544802701103205e-06,1.4831092187000233e-07,0.0,0.0,1.974208377751911e-06,4.255762666501964e-05,4.445109302084282e-06,2.037415067692778e-05,1.709745338750921e-05,2.359379590633271e-07,0.0,0.0,5.746830719131207e-07,4.272733439749772e-05,4.084450527674251e-06,2.0704614046651783e-05,1.912731707956073e-05,1.804429666968875e-07,7.972887913317714e-07,0.0,6.196387586196503e-08,4.495607728777738e-05,4.086349990654907e-06,2.383214042565836e-05,1.914810667115553e-05,1.8363378441180865e-07,8.237357047480813e-07,0.0,6.973699233746912e-07,4.877133650000338e-05,1.1552814017941594e-06,4.270367564593059e-06,1.9118407012232547e-05,0.0,0.0,0.0,1.4891508840889161e-08,2.4558947487460656e-05,3.394922898815538e-06,1.4785279626225258e-05,1.9353777346637427e-05,2.829381314691947e-07,1.0496399944238828e-07,0.0,1.3983158271397174e-08,3.793586516086121e-05,3.694221898234277e-06,2.4218624607851827e-05,1.89910512709301e-05,3.6476256217472975e-06,7.199522518732924e-06,0.0,1.3745932726803906e-07,5.7888505244764455e-05,4.25004249965994e-07,1.1431637793844173e-05,1.87890675795527e-05,6.058621491878965e-06,5.530417996651257e-06,0.0,1.4646373511070368e-07,4.23812128470038e-05,4.239003637639293e-06,2.378756437910841e-05,1.9203944483809635e-05,1.6630362714312996e-07,9.370501589190764e-07,0.0,6.901237390199271e-07,4.902399002563948e-05,4.011517697494119e-06,2.128324095155405e-05,1.900769332537094e-05,8.535924126146879e-08,9.258601520874486e-07,0.0,1.4031090154847556e-08,4.532770245792288e-05,4.146047447191615e-06,2.1287957578131577e-05,1.9089087713976635e-05,3.20876252783173e-07,1.01219891167594e-06,0.0,1.5443708861723444e-07,4.601060499237617e-05,4.1714860563580044e-06,2.068604387149563e-05,1.917048273945284e-05,1.530316272892501e-07,8.793802755671326e-07,0.0,3.20983645454408e-08,4.509252293470829e-05,4.447758654098087e-06,2.200676923809501e-05,2.39348842049546e-05,1.5917356044002158e-07,9.404723744449448e-07,0.0,7.29410156719995e-08,5.156199904770466e-05,5.234830619010041e-06,2.2223872964612765e-05,1.869445067870146e-05,5.1182618514638193e-08,1.03498264696777e-06,0.0,3.12591997403731e-07,4.75519115252104e-05,5.6230372004962855e-06,2.3472689306795228e-05,1.827056025920313e-05,4.671223929077681e-09,1.0855392406109349e-06,0.0,5.854951562364239e-07,4.9041992387271074e-05,3.82673708783455e-06,2.3665190602231865e-05,1.832305479406594e-05,3.1084680399531382e-09,1.0367365869040826e-06,0.0,8.62356362197534e-07,4.771718390127392e-05,4.114241545143921e-06,2.080529858138904e-05,1.887626966328764e-05,2.778527486409806e-07,9.218384155805812e-07,0.0,7.334956838055054e-08,4.506885052242273e-05,4.279499504662485e-06,2.222711021399012e-05,2.0192469128010363e-05,2.845186864626001e-07,9.226000724006904e-07,0.0,5.311490205420947e-08,4.795931250758048e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0_00011,3.96214652816254e-06,2.281681941923393e-05,1.870432915220566e-05,2.261769259495149e-07,9.545706594892345e-07,0.0,8.023618546150521e-08,4.674427887050239e-05,4.112722992153252e-06,4.06042329880267e-05,1.336977626132814e-06,4.5998010170564526e-08,0.0,0.0,3.793655609265563e-06,4.9893587225748894e-05,4.302583927822729e-06,3.0815851526187096e-05,5.318230982916189e-06,1.6838751555181685e-07,0.0,0.0,2.381115728676178e-06,4.2986169681154006e-05,4.211867950772347e-06,2.163845947808956e-05,1.645757711881901e-05,1.6927213925262129e-07,0.0,0.0,6.838719717957153e-07,4.316104865872925e-05,4.004142425361507e-06,2.2750638963987542e-05,1.879184650188689e-05,2.335396940881012e-07,8.108889448553963e-07,0.0,9.220135931838837e-08,4.668325788949784e-05,4.01527137030756e-06,2.6543151802024845e-05,1.881637144582406e-05,2.3680251245781946e-07,8.418571900798234e-07,0.0,8.31367149736778e-07,5.128482147043088e-05,2.140031723701269e-06,2.8884885817947803e-06,1.8605708661101967e-05,0.0,0.0,0.0,2.5080449681142264e-08,2.3659309416279163e-05,3.90826890392183e-06,1.562913392471914e-05,1.876195863888468e-05,2.404239289054337e-07,5.8912210990044884e-08,0.0,3.914134636615219e-08,3.863783895378726e-05,3.265474097110617e-06,2.4959846604704817e-05,1.8775863561273443e-05,3.261340075273432e-06,7.501125168329419e-06,0.0,9.894353171130969e-08,5.786259303840302e-05,3.389928931770234e-07,9.541499234117158e-06,1.873671645799637e-05,5.481538181610851e-06,5.241336052758578e-06,0.0,1.2321564787501153e-07,3.946329846753498e-05,3.969524082627929e-06,2.6213372966333457e-05,1.870432915220566e-05,2.261769259495149e-07,9.545706594892345e-07,0.0,8.135553432777608e-07,5.088152912988356e-05,3.892595203536093e-06,2.362081994830546e-05,1.8315565364505425e-05,1.46151884553673e-07,9.66098410515626e-07,0.0,2.54761624101742e-08,4.696670697382645e-05,4.1287995840603184e-06,2.319161072901809e-05,1.874373899914453e-05,3.802620145374229e-07,1.0476415554701105e-06,0.0,1.799845376583616e-07,4.767203741988885e-05,3.932379557826521e-06,2.244212974057519e-05,1.8616911719805937e-05,1.960309184081673e-07,8.702666456030991e-07,0.0,3.3858550989281934e-08,4.609157713320821e-05,4.28132026378585e-06,2.388349344172896e-05,2.310856016316063e-05,2.0617371116363789e-07,9.259678832395652e-07,0.0,6.917720856584134e-08,5.247469267164448e-05,5.052059432844972e-06,2.4604881797721257e-05,1.8100538354053163e-05,7.33592170709542e-08,1.0256018563209983e-06,0.0,2.850391167740979e-07,4.914147977478545e-05,5.594875881652184e-06,2.5892726884309862e-05,1.7849444573123962e-05,3.928291406640013e-08,1.0762775146436058e-06,0.0,5.498733094759659e-07,5.100248107727199e-05,3.659561546580688e-06,2.6457732150216147e-05,1.7845271623791174e-05,3.2601070451745016e-08,1.0696343464049776e-06,0.0,8.915101938531119e-07,4.995631093129785e-05,4.018448180187316e-06,2.2558509968339502e-05,1.824677299163102e-05,2.1371894320110573e-07,9.9026340151264e-07,0.0,1.106427810422452e-07,4.613835626591383e-05,4.035415517058404e-06,2.411093780726629e-05,1.9562065229774e-05,2.7093868781875826e-07,9.85165518211097e-07,0.0,2.875026455101083e-08,4.899327302467956e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0_00012,4.372549161587396e-06,2.3433170083500145e-05,1.828862865934421e-05,2.6025335069408256e-07,9.458816748671384e-07,0.0,6.368981034939869e-08,4.736417274034237e-05,4.667950870714238e-06,4.023430432012706e-05,1.3444502071506373e-06,7.113198810607065e-08,0.0,0.0,3.899537504681073e-06,5.021737489077909e-05,4.629412450767395e-06,3.0748070434973966e-05,5.127813510718297e-06,1.4751102911127824e-07,0.0,0.0,2.5038779006132715e-06,4.3156685326184194e-05,4.51515105034027e-06,2.176525839800256e-05,1.5663585376321057e-05,2.433593559788329e-07,0.0,0.0,7.420986466181082e-07,4.2929452827260825e-05,4.323382910216552e-06,2.3363850563902032e-05,1.8284389522455205e-05,2.324587984006198e-07,7.729228411200218e-07,0.0,5.6508824972484486e-08,4.703351346106691e-05,4.331681300253881e-06,2.750251472018932e-05,1.830142095576737e-05,2.33708802792008e-07,7.986966738075737e-07,0.0,8.723927482004945e-07,5.204041520101064e-05,3.081909910257231e-06,1.1913900839973606e-06,1.8253387052415667e-05,0.0,0.0,0.0,3.634201266708552e-08,2.256302905933734e-05,5.400289184370591e-06,1.4681588171972536e-05,1.844180460556392e-05,1.875699223947543e-07,7.55073458289168e-08,0.0,4.462617278793318e-08,3.8831385402918646e-05,3.1680452082399336e-06,2.465693739522012e-05,1.846504805653521e-05,3.231901907000116e-06,7.56909032543282e-06,0.0,7.247006187948845e-08,5.716349295430767e-05,2.4501610157849825e-07,8.211209696603724e-06,1.8556511662181977e-05,5.014170403733796e-06,5.043912238730854e-06,0.0,8.925119358509205e-08,3.716007129641394e-05,4.384098623952022e-06,2.728781788717342e-05,1.828862865934421e-05,2.6025335069408256e-07,9.458816748671384e-07,0.0,8.469568616621894e-07,5.201363705769306e-05,4.147950125384803e-06,2.4293634336059712e-05,1.808394418788366e-05,5.720162301457889e-08,9.697590018088515e-07,0.0,3.631417116903846e-08,4.758880344532064e-05,4.290325386977038e-06,2.395038524315509e-05,1.8433329459314628e-05,3.4742598796702785e-07,1.027561283462326e-06,0.0,1.843034368530765e-07,4.823333079772918e-05,4.352500779644221e-06,2.311537413827728e-05,1.8270763232023985e-05,1.9270922710951565e-07,9.001377517629002e-07,0.0,3.4838536662256524e-08,4.686632366548016e-05,4.449210972218364e-06,2.445352730953627e-05,2.228959447777739e-05,2.269649363500596e-07,9.81736540074812e-07,0.0,7.30643116624034e-08,5.24740985476193e-05,5.538075063846386e-06,2.5547583462501107e-05,1.7837083207264682e-05,4.5508601930372224e-08,1.0510163139772998e-06,0.0,2.080474151365672e-07,5.022731406465641e-05,5.706194985107454e-06,2.69705977404806e-05,1.7128873536652432e-05,2.3673085501006056e-08,1.1039741511420816e-06,0.0,4.3315241171780933e-07,5.1366465910601375e-05,3.911750481774441e-06,2.784748964149492e-05,1.7372735621448696e-05,1.853319033620643e-08,1.0807986707470845e-06,0.0,6.918002407233926e-07,5.0923107846524754e-05,4.308035479564534e-06,2.32474617990645e-05,1.811699201696646e-05,2.584966950596195e-07,8.976733069130007e-07,0.0,8.36382721482112e-08,4.691229756971632e-05,4.372496598533624e-06,2.499580815839488e-05,1.9063229570271346e-05,2.3237060865215482e-07,9.671751582482803e-07,0.0,2.3881736521877265e-08,4.965496183062216e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0_00014,5.037686637876675e-06,2.3597808986481985e-05,1.7922591651100944e-05,2.021300665789018e-07,9.393738868243896e-07,0.0,5.9025749903749385e-08,4.775861697876665e-05,5.769099851377648e-06,3.905320975554332e-05,1.425486361728385e-06,2.4584978399007345e-08,0.0,0.0,3.994032261153704e-06,5.026641320820206e-05,5.496971298138791e-06,3.03981412081296e-05,5.181650350781072e-06,1.0312744096290917e-07,0.0,0.0,2.6722492289163222e-06,4.385213952692871e-05,5.212746620076905e-06,2.1435823807696106e-05,1.529237713813829e-05,2.0433432887657005e-07,0.0,0.0,7.469488780561824e-07,4.289223077284405e-05,5.055565802737046e-06,2.324959743102377e-05,1.7960980670805186e-05,2.046508519284216e-07,7.302958892651309e-07,0.0,6.625349222693552e-08,4.7267344137986486e-05,5.082240359700452e-06,2.804389067791772e-05,1.7977705500977907e-05,2.0725929211415565e-07,7.592892865490516e-07,0.0,9.312505180272114e-07,5.30016356352865e-05,2.717541856158391e-06,8.532845539702985e-07,1.7394977162510436e-05,0.0,0.0,0.0,4.9553297430094544e-08,2.1015356870069216e-05,6.538040747073946e-06,1.3189702143196606e-05,1.7889851832425585e-05,1.6591121326843026e-07,7.61567126237181e-08,0.0,5.7580417079130063e-08,3.791724306566742e-05,3.353820017358436e-06,2.419043526357038e-05,1.802128947485843e-05,2.6444209412419745e-06,7.869613419785694e-06,0.0,7.260049966962192e-08,5.615217961648454e-05,2.398545867058434e-07,6.7838412531152285e-06,1.833471301650255e-05,4.695742171539971e-06,4.930187200236344e-06,0.0,8.311311696789394e-08,3.5067451345067835e-05,5.057875774708065e-06,2.795827338084712e-05,1.7922591651100944e-05,2.021300665789018e-07,9.393738868243896e-07,0.0,9.357093184432888e-07,5.301595407850271e-05,5.034909771692882e-06,2.435379307985535e-05,1.787680064325091e-05,5.928809968050899e-08,9.539968776915108e-07,0.0,5.480668750536263e-08,4.8333595159676506e-05,5.1413498958715084e-06,2.418239117906193e-05,1.807741002080884e-05,3.095490953623611e-07,9.861495426697618e-07,0.0,2.0022000933311125e-07,4.88970697431075e-05,5.051927947212297e-06,2.2981865983862563e-05,1.789861654922099e-05,1.2668345317010928e-07,8.568221306552966e-07,0.0,5.1529203716507135e-08,4.696744526783776e-05,5.103801693187435e-06,2.4373704039479905e-05,2.030421354447409e-05,1.8554361686548733e-07,9.490772052611192e-07,0.0,2.114863735804765e-07,5.1127826472848506e-05,6.236184251659791e-06,2.6186074113567625e-05,1.7469132793692954e-05,9.342687259436584e-08,9.931971714642588e-07,0.0,1.236850596225371e-07,5.110170026260155e-05,6.846177384641367e-06,2.8157277668212985e-05,1.720141634453775e-05,2.3724512072916003e-08,1.0433870879159258e-06,0.0,2.123099432413947e-07,5.348429294062234e-05,4.771689230654551e-06,2.8737330476366924e-05,1.7209676724572956e-05,1.0357859880574114e-08,1.038263576408534e-06,0.0,3.653990367797252e-07,5.213271690466326e-05,4.989534864881776e-06,2.321258033868824e-05,1.7813860405898317e-05,2.072012728945855e-07,9.581046827457615e-07,0.0,8.318039020706466e-08,4.7264461955315736e-05,5.122014952758971e-06,2.5297651434675905e-05,1.887083718884953e-05,2.485004027787802e-07,9.204242615903828e-07,0.0,1.4157619451437149e-08,5.047358586010502e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0_00016,4.4806991986926985e-06,2.461146268329208e-05,1.766802419145389e-05,2.323013111965044e-07,8.934527134089788e-07,0.0,6.819843998726243e-08,4.7954138538031424e-05,5.171910896390887e-06,3.92460150907667e-05,1.4016849425740697e-06,4.928116118706494e-08,0.0,0.0,3.929470116635699e-06,4.979836220755444e-05,4.726204580380692e-06,3.115400971574642e-05,5.0149165519814576e-06,8.42920817310316e-08,0.0,0.0,2.702837588026616e-06,4.368226051786622e-05,4.598542911066587e-06,2.192345234561269e-05,1.4702660187623168e-05,1.824071540935892e-07,0.0,0.0,7.94956552972044e-07,4.220201915136808e-05,4.414894727823886e-06,2.4064297137866577e-05,1.76619625042714e-05,2.543357189690697e-07,7.251115428622725e-07,0.0,7.045671627456828e-08,4.7191058348067774e-05,4.428677633323935e-06,2.919939871402317e-05,1.7684395052409407e-05,2.543357189690697e-07,7.498311549973897e-07,0.0,9.848832997750722e-07,5.3301521573498045e-05,2.1418796135302022e-06,8.816729699599483e-07,1.6940675508561326e-05,0.0,0.0,0.0,6.552666259254009e-08,2.002975475464401e-05,6.136883515000157e-06,1.3769566264345904e-05,1.7480901634893932e-05,9.596163291395149e-08,4.640225664501804e-08,0.0,6.232134619885347e-08,3.759203664999781e-05,2.868080407064203e-06,2.447208916314271e-05,1.801188934043331e-05,2.493044988596981e-06,7.945443654485263e-06,0.0,7.322949326865348e-08,5.586377704699112e-05,2.771488966731779e-07,6.182339255418444e-06,1.7935664457485507e-05,4.538286108729605e-06,4.814011255293118e-06,0.0,9.307008971275754e-08,3.384052006331262e-05,4.495190404139676e-06,2.954226832824084e-05,1.766802419145389e-05,2.323013111965044e-07,8.934527134089788e-07,0.0,9.827860924665122e-07,5.3814023040906406e-05,4.474066512106851e-06,2.5697361144081347e-05,1.761299099832536e-05,3.942690158665872e-08,8.645029635117243e-07,0.0,6.015241131119496e-08,4.874850093092314e-05,4.580356596576292e-06,2.5229469397018872e-05,1.769760121148262e-05,2.237914315729232e-07,9.474220797653524e-07,0.0,1.624758828068002e-07,4.884111659922286e-05,4.433027888111863e-06,2.4038939000374823e-05,1.757804821559852e-05,1.5672336144077337e-07,8.330018679167966e-07,0.0,6.272414803353449e-08,4.710246448147631e-05,4.574221487140089e-06,2.527412069979397e-05,1.923796536597354e-05,1.3678942357399854e-07,8.697550665299371e-07,0.0,3.663973056517808e-07,5.0459249348663305e-05,5.913040240698619e-06,2.7614887534145424e-05,1.7395958650877897e-05,6.483123699767818e-08,9.52992203678705e-07,0.0,8.827243676079335e-08,5.20299823031591e-05,6.41110264133642e-06,2.9946077743427114e-05,1.729152166257617e-05,2.9774955814990564e-08,1.0423220933401737e-06,0.0,1.3102961731244458e-07,5.485182871380733e-05,4.313176629877173e-06,3.071817386975522e-05,1.718374786741462e-05,2.4557651553466173e-08,9.368711011726862e-07,0.0,2.1455418853107986e-07,5.339108130830426e-05,4.401778402516263e-06,2.403459792486347e-05,1.7457714182404204e-05,1.749023452201309e-07,8.930516552185753e-07,0.0,9.065613047177969e-08,4.705270064069441e-05,4.51012136664743e-06,2.661734011997926e-05,1.820576845536013e-05,2.0818638625038745e-07,8.984535366437125e-07,0.0,5.6720655377976457e-08,5.04965905202589e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
