Z,alpha,BHBH,BHBHm,BHNS,BHNSm,NSNS,NSNSm,BHBHI,BHBHII,BHBHIII,BHBHIIIa,BHBHIIIb,BHBHIV,BHBHIVa,BHBHIVb,BHBHC1,BHBHK1,BHBHC2,BHBHK2,BHBHC3,BHBHK3,BHBHSt,BHBHSu,BHBHmI,BHBHmII,BHBHmIII,BHBHmIIIa,BHBHmIIIb,BHBHmIV,BHBHmIVa,BHBHmIVb,BHBHmC1,BHBHmK1,BHBHmC2,BHBHmK2,BHBHmC3,BHBHmK3,BHBHmSt,BHBHmSu,BHNSI,BHNSII,BHNSIII,BHNSIIIa,BHNSIIIb,BHNSIV,BHNSIVa,BHNSIVb,BHNSC1,BHNSK1,BHNSC2,BHNSK2,BHNSC3,BHNSK3,BHNSSt,BHNSSu,BHNSmI,BHNSmII,BHNSmIII,BHNSmIIIa,BHNSmIIIb,BHNSmIV,BHNSmIVa,BHNSmIVb,BHNSmC1,BHNSmK1,BHNSmC2,BHNSmK2,BHNSmC3,BHNSmK3,BHNSmSt,BHNSmSu,NSNSI,NSNSII,NSNSIII,NSNSIIIa,NSNSIIIb,NSNSIV,NSNSIVa,NSNSIVb,NSNSC1,NSNSK1,NSNSC2,NSNSK2,NSNSC3,NSNSK3,NSNSSt,NSNSSu,NSNSmI,NSNSmII,NSNSmIII,NSNSmIIIa,NSNSmIIIb,NSNSmIV,NSNSmIVa,NSNSmIVb,NSNSmC1,NSNSmK1,NSNSmC2,NSNSmK2,NSNSmC3,NSNSmK3,NSNSmSt,NSNSmSu,label
0.01,1.0,26893,685,5207,319,1900,1055,6857,6265,570,0,570,2117,1524,593,9516,273,81,0,0,0,39903,0,330,328,0,0,0,27,1,26,357,3,0,0,0,0,1369,0,1775,846,1926,0,1926,442,409,33,2564,261,1607,3,0,0,9863,17,142,123,30,0,30,24,18,6,173,10,23,0,0,0,619,17,422,5,549,0,549,883,786,97,492,177,800,8,563,0,2677,1029,399,0,535,0,535,120,100,20,23,114,469,7,563,0,1078,1029,fiducial_notides
0.014,1.0,22851,24,4928,120,1960,1271,4633,3848,178,0,178,1392,1123,269,6242,104,231,0,0,0,36456,0,5,1,0,0,0,18,0,18,23,2,0,0,0,0,47,0,943,183,3231,0,3231,271,244,27,1526,154,2957,2,0,0,9262,1,36,7,72,0,72,5,4,1,52,2,61,0,0,0,237,1,477,11,657,0,657,763,676,87,377,165,857,10,665,0,2532,1271,461,0,635,0,635,174,148,26,14,127,592,10,665,0,1269,1269,fiducial_notides
0.017,1.0,21645,15,4378,98,2110,1476,3223,3763,27,0,27,1193,1009,184,4836,98,53,3,0,0,36347,9,0,1,0,0,0,13,2,11,13,0,0,0,0,0,29,0,1519,234,2086,0,2086,319,297,22,2009,174,2059,3,0,0,8474,28,50,1,37,0,37,8,7,1,60,2,37,0,0,0,191,4,491,0,775,0,775,840,773,67,354,171,883,15,869,0,2626,1585,483,0,738,0,738,255,238,17,13,129,594,14,869,0,1376,1575,fiducial_notides
0.02,1.0,16357,6,4005,92,2402,1808,1529,3206,2,0,2,540,460,80,2578,122,23,0,0,0,28158,19,0,0,0,0,0,4,0,4,4,0,0,0,0,0,9,0,1580,227,1455,0,1455,171,157,14,2259,179,1454,1,0,0,7762,55,59,2,20,0,20,5,4,1,70,1,20,0,0,0,182,2,572,0,863,0,863,962,901,61,319,190,957,18,1121,0,2700,2093,558,0,833,0,833,417,399,18,10,149,677,16,1121,0,1549,2066,fiducial_notides
0.03,1.0,7977,2,3478,97,2483,1974,265,2085,0,0,0,26,0,26,370,45,0,0,0,0,14573,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2024,63,104,0,104,103,96,7,3271,250,105,1,0,0,6854,6,75,1,0,0,0,3,2,1,95,6,1,0,0,0,191,3,399,1,883,0,883,1197,1161,36,274,223,698,19,1507,0,2409,2549,370,0,865,0,865,739,728,11,8,191,459,18,1507,0,1417,2530,fiducial_notides
0.0001,3.0,33193,5134,6729,1229,6598,5917,2006,17403,2316,0,2316,1513,150,1363,5184,2840,696,16,6,0,20541,678,1891,1840,131,0,131,1258,45,1213,2609,1021,677,12,6,0,8849,619,1443,2412,2711,0,2711,3,0,3,3513,2051,640,1,95,0,9230,739,827,194,196,0,196,3,0,3,302,358,638,1,95,0,1376,739,3258,0,3293,0,3293,41,27,14,213,3908,3562,127,2820,0,7251,5932,3067,0,2823,0,2823,25,23,2,3,3453,3094,92,2820,0,5901,5930,fiducial_notides
0.0002,3.0,34286,5160,6435,1120,7633,3449,2395,17626,2602,0,2602,1705,163,1542,6246,2946,500,11,0,0,23942,471,2030,1727,91,0,91,1299,28,1271,3005,922,426,0,0,0,9401,385,1347,2216,2734,0,2734,14,0,14,3153,1800,960,17,38,0,9184,689,787,179,136,0,136,14,0,14,233,244,670,1,38,0,1297,689,4367,0,3100,0,3100,158,80,78,2501,3981,3701,192,1427,0,11744,3502,1965,0,1389,0,1389,94,72,22,31,1691,2020,85,1398,0,3423,3470,fiducial_notides
0.0004,3.0,36098,6143,6555,1285,4192,2896,4194,16490,3248,0,3248,2314,159,2155,8766,2537,1058,3,0,0,34209,420,2517,1557,247,0,247,1813,37,1776,4306,826,279,0,0,0,11794,55,824,1327,4204,0,4204,114,3,111,2735,1513,2357,11,76,0,11555,765,749,133,301,0,301,100,3,97,247,188,829,0,76,0,1767,765,2575,0,1059,0,1059,552,457,95,808,1924,2774,71,606,0,5288,3071,1953,0,559,0,559,384,369,15,27,1159,2312,25,557,0,2778,3007,fiducial_notides
0.0006,3.0,36711,6370,6489,1208,6365,4776,5024,15350,4281,0,4281,2549,126,2423,9495,2436,2431,2,0,0,41977,370,2835,1433,151,0,151,1942,54,1888,4803,701,132,1,0,0,12428,3,820,1211,4250,0,4250,129,19,110,2864,1468,2299,7,54,0,11907,648,754,132,207,0,207,115,18,97,340,177,682,0,54,0,1746,648,4264,0,616,0,616,1479,1321,158,1246,1560,4748,35,368,0,7730,4971,3443,0,305,0,305,1028,1009,19,44,945,4397,17,335,0,4643,4903,fiducial_notides
0.0008,3.0,36965,6538,6543,1199,4891,3195,5905,14109,4807,0,4807,2649,135,2514,10138,2215,3299,2,0,0,46607,358,3004,1396,127,0,127,2005,67,1938,5030,624,111,1,0,0,12835,2,802,1145,4322,0,4322,177,31,146,2575,1387,2694,10,49,0,12175,552,724,117,203,0,203,153,27,126,434,191,599,1,49,0,1833,552,2441,1,589,0,589,1851,1697,154,1003,985,3575,29,305,0,6491,3265,1838,0,210,0,210,1147,1129,18,46,525,2869,6,280,0,3147,3239,fiducial_notides
0.001,3.0,36929,6591,6519,1207,3742,2101,6320,14351,4361,0,4361,2543,189,2354,10399,2041,2907,3,0,0,48277,87,3188,1361,127,0,127,1907,86,1821,5105,571,122,1,0,0,13009,3,778,1235,4184,0,4184,212,42,170,2670,1424,2481,11,40,0,12300,424,724,129,171,0,171,182,37,145,571,205,467,4,40,0,1977,424,1642,0,408,0,408,1684,1536,148,1029,632,2492,14,214,0,5312,2144,1235,0,129,0,129,737,718,19,66,312,1822,2,213,0,2060,2141,fiducial_notides
