Z,alpha,BHBH,BHBHm,BHNS,BHNSm,NSNS,NSNSm,BHBHI,BHBHII,BHBHIII,BHBHIIIa,BHBHIIIb,BHBHIV,BHBHIVa,BHBHIVb,BHBHC1,BHBHK1,BHBHC2,BHBHK2,BHBHC3,BHBHK3,BHBHSt,BHBHSu,BHBHmI,BHBHmII,BHBHmIII,BHBHmIIIa,BHBHmIIIb,BHBHmIV,BHBHmIVa,BHBHmIVb,BHBHmC1,BHBHmK1,BHBHmC2,BHBHmK2,BHBHmC3,BHBHmK3,BHBHmSt,BHBHmSu,BHNSI,BHNSII,BHNSIII,BHNSIIIa,BHNSIIIb,BHNSIV,BHNSIVa,BHNSIVb,BHNSC1,BHNSK1,BHNSC2,BHNSK2,BHNSC3,BHNSK3,BHNSSt,BHNSSu,BHNSmI,BHNSmII,BHNSmIII,BHNSmIIIa,BHNSmIIIb,BHNSmIV,BHNSmIVa,BHNSmIVb,BHNSmC1,BHNSmK1,BHNSmC2,BHNSmK2,BHNSmC3,BHNSmK3,BHNSmSt,BHNSmSu,NSNSI,NSNSII,NSNSIII,NSNSIIIa,NSNSIIIb,NSNSIV,NSNSIVa,NSNSIVb,NSNSC1,NSNSK1,NSNSC2,NSNSK2,NSNSC3,NSNSK3,NSNSSt,NSNSSu,NSNSmI,NSNSmII,NSNSmIII,NSNSmIIIa,NSNSmIIIb,NSNSmIV,NSNSmIVa,NSNSmIVb,NSNSmC1,NSNSmK1,NSNSmC2,NSNSmK2,NSNSmC3,NSNSmK3,NSNSmSt,NSNSmSu,label
0.0001,3.0,31258,6830,7321,2119,6905,6370,2054,16544,1485,0,1485,1634,142,1492,4911,1794,342,6,1,0,16392,383,1861,3295,227,0,227,1426,78,1348,3189,883,341,5,1,0,11609,350,2781,1755,2495,0,2495,1,0,1,4177,2136,1102,8,230,0,8749,1401,1436,253,403,0,403,0,0,0,538,702,1098,8,230,0,1897,1401,3535,0,3320,0,3320,42,29,13,141,3619,3842,2,2920,0,7412,6387,3415,0,2925,0,2925,27,25,2,4,3532,3446,2,2920,0,6351,6385,fiducial_delayed
0.0002,3.0,33064,5373,6746,1991,5220,3399,2593,18541,1113,0,1113,1573,130,1443,5082,979,223,0,0,0,18219,249,2162,1983,50,0,50,1167,16,1151,3184,541,206,0,0,0,9623,216,2589,1650,2342,0,2342,13,0,13,3561,933,1279,7,205,0,8144,1455,1424,228,317,0,317,8,0,8,385,377,1175,7,203,0,1848,1445,3223,0,1843,0,1843,147,69,78,1008,350,3151,0,1059,0,6970,3455,2295,0,1020,0,1020,83,63,20,15,273,2338,0,1046,0,3354,3439,fiducial_delayed
0.0004,3.0,32332,6930,6698,2778,4653,3792,4182,14614,2137,0,2137,2326,104,2222,7611,1135,1149,1,0,0,26257,220,3010,1722,321,0,321,1867,40,1827,4844,652,363,1,0,0,12906,132,1488,499,4538,0,4538,72,0,72,2536,1315,3019,5,600,0,10606,2010,1453,168,1118,0,1118,31,0,31,303,558,1709,4,598,0,3285,2004,3078,0,900,0,900,671,583,88,651,814,3305,0,695,0,5308,3990,2641,0,666,0,666,485,471,14,33,762,3086,0,673,0,3630,3953,fiducial_delayed
0.0006,3.0,33909,6739,6631,2253,7997,6664,4898,14225,3501,0,3501,2587,114,2473,8565,871,2554,2,0,0,36599,168,3411,1256,119,0,119,1950,58,1892,5367,464,115,1,0,0,12754,50,1551,389,4516,0,4516,93,16,77,2613,729,3280,3,306,0,11142,1676,1495,141,572,0,572,39,2,37,317,273,1490,3,305,0,2700,1673,5543,0,784,0,784,1667,1550,117,1164,452,6219,0,612,0,9154,6819,4833,0,572,0,572,1259,1242,17,56,377,6006,0,602,0,6527,6792,fiducial_delayed
0.0008,3.0,32733,6808,6297,2094,5594,3644,5570,11610,4183,0,4183,2688,113,2575,9172,844,3406,3,0,0,39229,128,3485,1165,133,0,133,2020,64,1956,5532,455,110,2,0,0,13136,25,1429,379,4271,0,4271,130,36,94,2116,728,3472,3,276,0,10774,1547,1399,122,518,0,518,51,9,42,319,287,1377,3,276,0,2614,1547,2988,0,595,0,595,2005,1870,135,1283,427,4003,0,304,0,7471,3704,2131,0,209,0,209,1304,1284,20,58,356,3290,0,296,0,3592,3695,fiducial_delayed
0.001,3.0,31795,6771,6154,2057,4095,2347,6079,10873,3860,0,3860,2485,138,2347,9544,975,3016,3,0,0,39213,61,3629,1166,146,0,146,1828,76,1752,5484,483,121,2,0,0,13232,19,1434,431,4010,0,4010,181,65,116,2111,859,3297,7,253,0,10576,1480,1396,112,472,0,472,73,24,49,400,334,1292,5,253,0,2619,1480,1946,0,365,0,365,1776,1656,120,1187,363,2652,0,250,0,5728,2445,1402,0,130,0,130,815,799,16,72,266,2026,0,249,0,2254,2439,fiducial_delayed
0.002,3.0,30881,6471,5918,1840,3386,1502,6578,11456,2926,0,2926,2241,414,1827,9767,488,2105,0,0,0,42169,63,4114,1119,57,0,57,1179,178,1001,5316,217,35,0,0,0,12823,12,1587,445,3470,0,3470,302,158,144,2035,345,3194,1,161,0,10426,1144,1415,79,271,0,271,74,24,50,569,145,1032,1,160,0,2536,1143,1078,0,465,0,465,1833,1714,119,1105,154,1761,0,513,0,5059,1693,730,0,262,0,262,510,493,17,88,105,903,0,511,0,1318,1684,fiducial_delayed
0.004,3.0,29010,3612,5032,869,3778,1819,7769,8894,2380,0,2380,2316,1245,1071,11851,125,697,0,0,0,38509,32,3229,170,10,0,10,202,23,179,3434,35,8,0,0,0,7202,14,2446,485,1751,0,1751,269,172,97,3137,130,1351,0,6,0,9668,160,741,62,35,0,35,31,9,22,692,41,113,0,2,0,1578,156,1112,0,746,0,746,1915,1797,118,1058,65,1786,0,931,0,5384,2164,818,0,540,0,540,461,444,17,49,43,899,0,871,0,1554,2084,fiducial_delayed
0.006,3.0,26886,320,4100,565,3483,1449,6610,9273,576,0,576,2241,1381,860,9344,76,138,0,0,0,36966,20,164,113,1,0,1,41,22,19,206,0,0,0,0,0,616,20,2293,448,1077,0,1077,232,192,40,2651,39,974,0,1,0,7849,193,463,71,13,0,13,18,15,3,399,4,95,0,0,0,934,191,814,0,844,0,844,1823,1728,95,1049,69,1402,0,1031,0,5108,1855,424,0,565,0,565,460,449,11,65,33,464,0,920,0,1196,1702,fiducial_delayed
0.008,3.0,24369,191,3551,416,3469,1502,5665,5613,1278,0,1278,2421,1760,661,9255,74,175,0,0,0,31318,35,117,34,2,0,2,38,38,0,155,0,2,0,0,0,347,35,1500,440,1277,0,1277,250,231,19,1904,20,1152,0,1,0,6624,216,303,79,14,0,14,20,16,4,232,1,105,0,0,0,617,214,763,0,911,0,911,1791,1719,72,802,73,1618,0,1046,0,4959,1972,508,0,573,0,573,421,415,6,28,33,561,0,913,0,1227,1777,fiducial_delayed
